id,name,sex,age,height,weight,team,noc,games,year,season,city,sport,event,medal
78049,Jack Chapman Medica,M,21.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver
78049,Jack Chapman Medica,M,21.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver
78168,Charles Thomas Mehan,M,23.0,178.0,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rugby,Rugby Men's Rugby,Gold
78195,George Nicholas Mehnert,M,22.0,160.0,54.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Wrestling,"Wrestling Men's Flyweight, Freestyle",Gold
78195,George Nicholas Mehnert,M,26.0,160.0,54.0,United States,USA,1908 Summer,1908,Summer,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
78204,Peter Joseph Mehringer,M,22.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,Bronze
78267,"Catherine Michelle ""Katie"" Meili",F,25.0,170.0,61.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
78268,Launi Kay Meili (-Geddes),F,29.0,170.0,64.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
78281,Gerek Lin Meinhardt,M,26.0,183.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
78304,Frank August Meissner,M,17.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Team",Bronze
78424,"Harry Clemens ""Buddy"" Melges, Jr.",M,42.0,183.0,86.0,United States,USA,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
78435,"Judith Ellen ""Judy"" Melick",F,18.0,168.0,57.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
78490,"Thomas Robert ""Tom"" Mellor",M,22.0,183.0,84.0,United States,USA,1972 Winter,1972,Winter,Sapporo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
78546,Chellsie Marie Memmel (-Maier),F,20.0,160.0,54.0,United States,USA,2008 Summer,2008,Summer,Beijing,Gymnastics,Gymnastics Women's Team All-Around,Silver
78649,Jessica Mendoza (-Burks),F,23.0,173.0,66.0,United States,USA,2004 Summer,2004,Summer,Athina,Softball,Softball Women's Softball,Gold
78649,Jessica Mendoza (-Burks),F,27.0,173.0,66.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
78740,Carol Jean Menken-Schaudt,F,26.0,195.0,77.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
78837,"Raymond A. ""Ray"" Mercer",M,27.0,185.0,91.0,United States,USA,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Heavyweight,Gold
78864,"Richard Otis ""Dick"" Meredith",M,23.0,170.0,70.0,United States,USA,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
78864,"Richard Otis ""Dick"" Meredith",M,27.0,170.0,70.0,United States,USA,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
78869,"James Edwin ""Ted"" Meredith",M,20.0,175.0,71.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 800 metres,Gold
78869,"James Edwin ""Ted"" Meredith",M,20.0,175.0,71.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
78931,Rick Merlo,M,26.0,191.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
78949,"Robert M. ""Bob"" Merrick",M,29.0,185.0,66.0,United States,USA,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Silver
78957,"Leland Gilbert ""Lee"" Merrill, Jr.",M,27.0,,,United States,USA,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
78961,"Ronald Marshall ""Ron"" Merriott",M,24.0,170.0,71.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Diving,Diving Men's Springboard,Bronze
78962,Aries D'Andre Merritt,M,27.0,188.0,72.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 110 metres Hurdles,Gold
78964,LaShawn Merritt,M,22.0,191.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 400 metres,Gold
78964,LaShawn Merritt,M,22.0,191.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 400 metres,Bronze
78964,LaShawn Merritt,M,30.0,191.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
78993,"Suzanne ""Sue"" Merz",F,25.0,165.0,66.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
78993,"Suzanne ""Sue"" Merz",F,29.0,165.0,66.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
78994,William G. Merz,M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, Field Sports",Bronze
78994,William G. Merz,M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events",Bronze
78994,William G. Merz,M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Horse Vault,Bronze
78994,William G. Merz,M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Rings,Silver
78994,William G. Merz,M,26.0,,,United States,USA,1904 Summer,1904,Summer,St. Louis,Gymnastics,Gymnastics Men's Side Horse,Bronze
79101,"Harriet Morris ""Holly"" Metcalf",F,26.0,172.0,74.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Women's Coxed Eights,Gold
79109,Ralph Harold Metcalfe,M,22.0,180.0,82.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 100 metres,Silver
79109,Ralph Harold Metcalfe,M,22.0,180.0,82.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's 200 metres,Bronze
79109,Ralph Harold Metcalfe,M,26.0,180.0,82.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 100 metres,Silver
79109,Ralph Harold Metcalfe,M,26.0,180.0,82.0,United States,USA,1936 Summer,1936,Summer,Berlin,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
79125,"William Roy ""Bill"" Mettler, Jr.",M,17.0,180.0,77.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
79186,Alvah T. Meyer,M,23.0,173.0,65.0,United States,USA,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Men's 100 metres,Silver
79198,"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16.0,170.0,52.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 200 metres Freestyle,Gold
79198,"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16.0,170.0,52.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 400 metres Freestyle,Gold
79198,"Deborah Elizabeth ""Debbie"" Meyer (-Weber)",F,16.0,170.0,52.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 800 metres Freestyle,Gold
79205,"Frederick Julius ""Fred"" Meyer",M,19.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
79206,"Frederick H. ""Fred"" Meyer",M,21.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Silver
79242,Ann Elizabeth Meyers (-Drysdale),F,21.0,175.0,61.0,United States,USA,1976 Summer,1976,Summer,Montreal,Basketball,Basketball Women's Basketball,Silver
79249,"Mary Margret Meyers (-Berger, -Rothstein)",F,21.0,163.0,59.0,United States,USA,1968 Winter,1968,Winter,Grenoble,Speed Skating,Speed Skating Women's 500 metres,Silver
79343,"William Mayes ""Bill"" Michaels",M,27.0,,77.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Boxing,Boxing Men's Heavyweight,Bronze
79457,"Timothy Carl ""Tim"" Mickelson",M,23.0,191.0,85.0,United States,USA,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Silver
79458,Anna Mickelson-Cummins,F,24.0,183.0,75.0,United States,USA,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Silver
79458,Anna Mickelson-Cummins,F,28.0,183.0,75.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
79502,"Douglas Andrew ""Doug"" Mientkiewicz",M,26.0,185.0,86.0,United States,USA,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Gold
79770,Tiffeny Carleen Milbrett,F,23.0,155.0,56.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Football,Football Women's Football,Gold
79770,Tiffeny Carleen Milbrett,F,27.0,155.0,56.0,United States,USA,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Silver
79774,"Rodney ""Rod"" Milburn, Jr.",M,22.0,183.0,79.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 110 metres Hurdles,Gold
79795,Gina Miles,F,34.0,163.0,57.0,United States,USA,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
79800,Jearl Atawa Miles-Clark,F,25.0,170.0,60.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
79800,Jearl Atawa Miles-Clark,F,29.0,170.0,60.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
79800,Jearl Atawa Miles-Clark,F,34.0,170.0,60.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
79856,Ryan Madsen Millar,M,30.0,204.0,98.0,United States,USA,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Men's Volleyball,Gold
79861,"Francis Edward ""Frank"" Millard",M,22.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
79865,Aaron Michael Miller,M,30.0,190.0,91.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
79868,Anita Corl Miller (-Huntsman),F,33.0,172.0,61.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Bronze
79869,"William Waring ""Bill"" Miller",M,19.0,172.0,70.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Athletics,Athletics Men's Pole Vault,Gold
79870,"William Garfield ""Bill"" Miller",M,23.0,179.0,79.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Fours,Silver
79870,"William Garfield ""Bill"" Miller",M,27.0,179.0,79.0,United States,USA,1932 Summer,1932,Summer,Los Angeles,Rowing,Rowing Men's Single Sculls,Silver
79871,"William Preston ""Bill"" Miller",M,22.0,179.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Javelin Throw,Silver
79875,Samuel Bode Miller,M,24.0,188.0,91.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Silver
79875,Samuel Bode Miller,M,24.0,188.0,91.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Combined,Silver
79875,Samuel Bode Miller,M,32.0,188.0,91.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill,Bronze
79875,Samuel Bode Miller,M,32.0,188.0,91.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Super G,Silver
79875,Samuel Bode Miller,M,32.0,188.0,91.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Alpine Skiing,Alpine Skiing Men's Combined,Gold
79875,Samuel Bode Miller,M,36.0,188.0,91.0,United States,USA,2014 Winter,2014,Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Super G,Bronze
79878,Cheryl Deann Miller,F,20.0,190.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Basketball,Basketball Women's Basketball,Gold
79880,Coby Miller,M,27.0,168.0,68.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
79881,Cody Miller,M,24.0,180.0,80.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
79898,Inger Z. Miller,F,24.0,163.0,55.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
79906,John Lester Miller,M,20.0,190.0,,United States,USA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Eights,Gold
79929,Randi Criner Miller,F,24.0,157.0,63.0,United States,USA,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
79930,"Reginald Wayne ""Reggie"" Miller",M,31.0,200.0,86.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Basketball,Basketball Men's Basketball,Gold
79934,Ruth Blanchard Miller (-Fracker),F,28.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Paintings",Silver
79935,Ryan Dean Miller,M,29.0,188.0,76.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,Silver
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Bronze
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,15.0,147.0,39.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Balance Beam,Silver
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,19.0,147.0,39.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
79937,"Shannon Lee Miller (-Phillips, -Falconetti)",F,19.0,147.0,39.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Balance Beam,Gold
79955,Kerry T. Milliken,F,34.0,,,United States,USA,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
79970,"William Mervin ""Billy"" Mills",M,26.0,180.0,68.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Athletics,"Athletics Men's 10,000 metres",Gold
79973,Derek Bruce Mills,M,24.0,175.0,68.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
79987,Phoebe Lan Mills,F,15.0,152.0,41.0,United States,USA,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Balance Beam,Bronze
79990,"Ronald Parker ""Ronnie"" Mills",M,17.0,193.0,89.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 100 metres Backstroke,Bronze
79990,"Ronald Parker ""Ronnie"" Mills",M,17.0,193.0,89.0,United States,USA,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
79998,Leslie Woods Milne,F,27.0,170.0,58.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Women's Hockey,Bronze
80053,DeLisha Lachell Milton-Jones,F,26.0,185.0,84.0,United States,USA,2000 Summer,2000,Summer,Sydney,Basketball,Basketball Women's Basketball,Gold
80053,DeLisha Lachell Milton-Jones,F,33.0,185.0,84.0,United States,USA,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Women's Basketball,Gold
80252,Patricia Noriko Miranda,F,25.0,152.0,48.0,United States,USA,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
80389,"James Sarsfield ""Jim"" Mitchel",M,40.0,187.0,100.0,United States,USA,1904 Summer,1904,Summer,St. Louis,Athletics,Athletics Men's 56-pound Weight Throw,Bronze
80392,"Elizabeth ""Betsy"" Mitchell",F,18.0,175.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Backstroke,Silver
80392,"Elizabeth ""Betsy"" Mitchell",F,18.0,175.0,68.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
80392,"Elizabeth ""Betsy"" Mitchell",F,22.0,175.0,68.0,United States,USA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
80399,Dennis Allen Mitchell,M,26.0,175.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 100 metres,Bronze
80399,Dennis Allen Mitchell,M,26.0,175.0,70.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
80399,Dennis Allen Mitchell,M,30.0,175.0,70.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
80402,"Edward Paul ""Ed"" Mitchell, Jr.",M,22.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Coxed Fours,Bronze
80405,George Frederick Mitchell,M,23.0,,,United States,USA,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Bronze
80413,"Henry Kent Mitchell, II",M,21.0,173.0,51.0,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Pairs,Bronze
80413,"Henry Kent Mitchell, II",M,25.0,173.0,51.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxed Pairs,Gold
80419,Manteo Mitchell,M,25.0,185.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
80423,Michele Anne Mitchell,F,22.0,162.0,50.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Diving,Diving Women's Platform,Silver
80423,Michele Anne Mitchell,F,26.0,162.0,50.0,United States,USA,1988 Summer,1988,Summer,Seoul,Diving,Diving Women's Platform,Silver
80518,"Theodore Peder ""Ted"" Mittet",M,22.0,193.0,84.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Fours,Bronze
80522,Heather Blaine Mitts (-Feeley),F,26.0,165.0,55.0,United States,USA,2004 Summer,2004,Summer,Athina,Football,Football Women's Football,Gold
80522,Heather Blaine Mitts (-Feeley),F,30.0,165.0,55.0,United States,USA,2008 Summer,2008,Summer,Beijing,Football,Football Women's Football,Gold
80522,Heather Blaine Mitts (-Feeley),F,34.0,165.0,55.0,United States,USA,2012 Summer,2012,Summer,London,Football,Football Women's Football,Gold
80597,Tamari Miyashiro,F,25.0,170.0,73.0,United States,USA,2012 Summer,2012,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
80682,"Allison Jaime ""A. J."" Mleczko (-Griswold)",F,22.0,180.0,73.0,United States,USA,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
80682,"Allison Jaime ""A. J."" Mleczko (-Griswold)",F,26.0,180.0,73.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
80754,Dominique Helena Moceanu (-Canales),F,14.0,139.0,34.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Gymnastics,Gymnastics Women's Team All-Around,Gold
80759,"Robert Gaston ""Bob"" Moch",M,22.0,,,United States,USA,1936 Summer,1936,Summer,Berlin,Rowing,Rowing Men's Coxed Eights,Gold
80781,"Michael Thomas ""Mike"" Modano, Jr.",M,31.0,190.0,93.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
80815,"Thomas Sven ""Tommy"" Moe",M,23.0,178.0,89.0,United States,USA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
80815,"Thomas Sven ""Tommy"" Moe",M,23.0,178.0,89.0,United States,USA,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,Silver
80817,Karen Patricia Moe-Thornton (-Humphreys),F,19.0,165.0,56.0,United States,USA,1972 Summer,1972,Summer,Munich,Swimming,Swimming Women's 200 metres Butterfly,Gold
80848,John Moffitt,M,23.0,185.0,78.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Long Jump,Silver
81220,"Arthur Owen ""Art"" Mollner",M,23.0,183.0,73.0,United States,USA,1936 Summer,1936,Summer,Berlin,Basketball,Basketball Men's Basketball,Gold
81262,"Frederick Graham ""Fred"" Moloney",M,17.0,,,United States,USA,1900 Summer,1900,Summer,Paris,Athletics,Athletics Men's 110 metres Hurdles,Bronze
81315,"Kenneth Dale ""Kenny"" Monday",M,26.0,178.0,74.0,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
81315,"Kenneth Dale ""Kenny"" Monday",M,30.0,178.0,74.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Wrestling,"Wrestling Men's Welterweight, Freestyle",Silver
81542,"John Carter ""Jack"" Montgomery",M,30.0,,,United States,USA,1912 Summer,1912,Summer,Stockholm,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Bronze
81542,"John Carter ""Jack"" Montgomery",M,38.0,,,United States,USA,1920 Summer,1920,Summer,Antwerpen,Polo,Polo Men's Polo,Bronze
81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 100 metres Freestyle,Gold
81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 200 metres Freestyle,Bronze
81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
81545,"James Paul ""Jim"" Montgomery",M,21.0,191.0,88.0,United States,USA,1976 Summer,1976,Summer,Montreal,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
81550,"Timothy ""Tim"" Montgomery",M,21.0,178.0,73.0,United States,USA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
81550,"Timothy ""Tim"" Montgomery",M,25.0,178.0,73.0,United States,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
81612,Heather L. Moody,F,27.0,182.0,77.0,United States,USA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Silver
81612,Heather L. Moody,F,30.0,182.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
81625,"Thomas Henry ""Tom"" Moon",M,27.0,,,United States,USA,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
81627,"Charles Michael ""Charlie"" Mooney",M,25.0,165.0,54.0,United States,USA,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Bantamweight,Silver
81633,Alvin Hovy Moore,M,40.0,,,United States,USA,1932 Summer,1932,Summer,Los Angeles,Equestrianism,"Equestrianism Men's Dressage, Team",Bronze
81638,"Charles Hewes ""Charlie"" Moore, Jr.",M,22.0,185.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 400 metres Hurdles,Gold
81638,"Charles Hewes ""Charlie"" Moore, Jr.",M,22.0,185.0,77.0,United States,USA,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
81644,"Edward Peerman ""Ed"" Moore",M,22.0,185.0,81.0,United States,USA,1920 Summer,1920,Summer,Antwerpen,Rowing,Rowing Men's Coxed Eights,Gold
81648,George Bissland Moore,M,29.0,,,United States,USA,1948 Summer,1948,Summer,London,Modern Pentathlon,Modern Pentathlon Men's Individual,Silver
81655,James Warren Moore,M,29.0,175.0,67.0,United States,USA,1964 Summer,1964,Summer,Tokyo,Modern Pentathlon,Modern Pentathlon Men's Team,Silver
81671,Maya April Moore,F,23.0,183.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Women's Basketball,Gold
81671,Maya April Moore,F,27.0,183.0,79.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
81685,Wayne Richard Moore,M,20.0,,,United States,USA,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
81800,"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Butterfly,Silver
81800,"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 200 metres Individual Medley,Silver
81800,"Pedro Pablo Morales, Jr.",M,19.0,188.0,84.0,United States,USA,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
81800,"Pedro Pablo Morales, Jr.",M,27.0,188.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,Gold
81800,"Pedro Pablo Morales, Jr.",M,27.0,188.0,84.0,United States,USA,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
